Model,Production_Year,Number_of_Engines,Engine_Type,Capacity,Range_km,Fuel_Consumption_Lph,Hourly_Maintenance_Cost,Age,Sales_Region,Price_USD,Cost_Per_Seat,Maintenance_Cost_Per_Seat,Fuel_Efficiency,Range_Efficiency,Aircraft_Size,Age_Category
Boeing 737,2013,2,Turbofan,162,5700,9.0,4660.9,10,Afrika,70117520.83,432824.202654321,28.770987654320987,0.05555555555555555,633.3333333333334,Large,Mid-Age
Bombardier CRJ200,1990,2,Turbofan,50,3000,7.76,536.53,33,Avustralya,11534976.59,230699.5318,10.730599999999999,0.1552,386.59793814432993,Medium,Old
Airbus A320,1995,2,Turbofan,180,6300,10.71,2160.63,28,Güney Amerika,73493393.37,408296.62983333337,12.0035,0.059500000000000004,588.235294117647,Large,Old
Airbus A320,1991,2,Turbofan,180,6300,12.07,2548.33,32,Asya,63347937.46,351932.9858888889,14.157388888888889,0.06705555555555556,521.9552609776305,Large,Old
Bombardier CRJ200,2011,2,Turbofan,50,3000,2.35,2495.28,12,Avustralya,19521747.24,390434.94479999994,49.90560000000001,0.047,1276.595744680851,Medium,Mid-Age
Boeing 737,2001,2,Turbofan,162,5700,9.55,2812.57,22,Asya,73543773.64,453973.9113580247,17.361543209876544,0.058950617283950624,596.8586387434555,Large,Old
Boeing 737,2005,2,Turbofan,162,5700,4.87,1233.21,18,Güney Amerika,78038127.99,481716.8394444444,7.6124074074074075,0.03006172839506173,1170.4312114989732,Large,Old
Bombardier CRJ200,2023,2,Turbofan,50,3000,8.78,4676.65,0,Afrika,20523063.83,410461.2766,93.53299999999999,0.17559999999999998,341.6856492027335,Medium,New
Airbus A350,2004,2,Turbofan,350,14800,5.46,1364.44,19,Avustralya,531659472.49,1519027.0642571428,3.8984,0.0156,2710.6227106227107,Very Large,Old
Airbus A350,1988,2,Turbofan,350,14800,7.1,2480.15,35,Kuzey Amerika,319206178.38,912017.6525142858,7.086142857142858,0.020285714285714285,2084.5070422535214,Very Large,Old
Airbus A320,1986,2,Turbofan,180,6300,5.14,3041.28,37,Kuzey Amerika,75534338.87,419635.21594444447,16.896,0.028555555555555553,1225.6809338521402,Large,Old
Boeing 777,1991,2,Turbofan,396,15600,12.05,2013.53,32,Avustralya,388846464.89,981935.5173989899,5.084671717171717,0.03042929292929293,1294.6058091286307,Very Large,Old
Airbus A350,1996,2,Turbofan,350,14800,9.94,3723.32,27,Afrika,355351433.36,1015289.8096,10.638057142857143,0.028399999999999998,1488.9336016096581,Very Large,Old
Boeing 737,1991,2,Turbofan,162,5700,7.19,4482.74,32,Kuzey Amerika,68136851.77,420597.8504320987,27.671234567901234,0.044382716049382716,792.7677329624478,Large,Old
Airbus A350,1992,2,Turbofan,350,14800,7.27,2304.02,31,Avrupa,357748957.38,1022139.8782285714,6.582914285714286,0.02077142857142857,2035.7634112792298,Very Large,Old
Boeing 777,2021,2,Turbofan,396,15600,2.97,1936.85,2,Avustralya,695498604.15,1756309.606439394,4.8910353535353535,0.007500000000000001,5252.525252525252,Very Large,New
Boeing 737,2001,2,Turbofan,162,5700,2.58,1185.17,22,Afrika,76192380.4,470323.33580246917,7.315864197530865,0.015925925925925927,2209.3023255813955,Large,Old
Boeing 737,2013,2,Turbofan,162,5700,3.61,2027.49,10,Kuzey Amerika,97396355.49,601212.0709259259,12.51537037037037,0.02228395061728395,1578.9473684210527,Large,Mid-Age
Boeing 737,2018,2,Turbofan,162,5700,14.96,3405.62,5,Asya,105441750.37,650875.0022839507,21.022345679012346,0.09234567901234568,381.01604278074865,Large,New
Cessna 172,1983,1,Piston,4,1285,17.15,4873.31,40,Avustralya,193741.57,48435.3925,1218.3275,4.2875,74.92711370262391,Small,Old
Boeing 777,1986,2,Turbofan,396,15600,5.12,2800.46,37,Avrupa,374970153.02,946894.3258080807,7.071868686868687,0.01292929292929293,3046.875,Very Large,Old
Boeing 737,2013,2,Turbofan,162,5700,5.15,2315.69,10,Asya,111346725.29,687325.4647530864,14.294382716049384,0.03179012345679012,1106.7961165048544,Large,Mid-Age
Boeing 737,2000,2,Turbofan,162,5700,13.89,4508.41,23,Afrika,80961535.12,499762.56246913585,27.82969135802469,0.08574074074074074,410.3671706263499,Large,Old
Boeing 777,1981,2,Turbofan,396,15600,7.65,1244.99,42,Güney Amerika,360223729.65,909655.8829545454,3.1439141414141414,0.019318181818181818,2039.2156862745096,Very Large,Old
Airbus A320,1992,2,Turbofan,180,6300,11.35,4862.59,31,Avustralya,79408368.74,441157.6041111111,27.014388888888888,0.06305555555555556,555.0660792951542,Large,Old
Cessna 172,2011,1,Piston,4,1285,20.77,2969.57,12,Avrupa,362422.22,90605.555,742.3925,5.1925,61.86807896003852,Small,Mid-Age
Cessna 172,1993,1,Piston,4,1285,10.39,4303.63,30,Kuzey Amerika,238265.89,59566.4725,1075.9075,2.5975,123.67661212704523,Small,Old
Boeing 737,2023,2,Turbofan,162,5700,10.65,1491.11,0,Avrupa,130893595.19,807985.1554938272,9.204382716049382,0.06574074074074074,535.2112676056338,Large,New
Cessna 172,2003,1,Piston,4,1285,24.46,2360.71,20,Güney Amerika,273561.34,68390.335,590.1775,6.115,52.53475061324612,Small,Old
Airbus A320,2008,2,Turbofan,180,6300,11.64,3820.77,15,Avustralya,92716430.41,515091.2800555555,21.2265,0.06466666666666666,541.2371134020618,Large,Mid-Age
Airbus A320,2012,2,Turbofan,180,6300,9.17,4663.2,11,Avrupa,131961500.94,733119.4496666667,25.906666666666666,0.050944444444444445,687.0229007633587,Large,Mid-Age
Airbus A350,1981,2,Turbofan,350,14800,4.79,4057.22,42,Güney Amerika,403733637.59,1153524.6788285715,11.592057142857142,0.013685714285714285,3089.7703549060543,Very Large,Old
Boeing 737,2014,2,Turbofan,162,5700,8.66,725.48,9,Asya,100417467.58,619860.9109876544,4.478271604938271,0.05345679012345679,658.1986143187066,Large,Mid-Age
Boeing 777,1998,2,Turbofan,396,15600,11.77,2667.67,25,Asya,360922883.12,911421.422020202,6.736540404040404,0.029722222222222223,1325.4035683942227,Very Large,Old
Boeing 777,2023,2,Turbofan,396,15600,9.43,4667.6,0,Avrupa,738241872.1,1864247.151767677,11.786868686868688,0.023813131313131314,1654.2948038176035,Very Large,New
Cessna 172,2013,1,Piston,4,1285,17.72,971.1,10,Avrupa,296247.35,74061.8375,242.775,4.43,72.51693002257336,Small,Mid-Age
Boeing 737,2011,2,Turbofan,162,5700,11.82,4485.2,12,Avrupa,114281085.34,705438.7983950617,27.68641975308642,0.07296296296296297,482.23350253807104,Large,Mid-Age
Cessna 172,1989,1,Piston,4,1285,10.43,3186.28,34,Güney Amerika,210532.57,52633.1425,796.57,2.6075,123.20230105465005,Small,Old
Boeing 777,2009,2,Turbofan,396,15600,8.44,4692.1,14,Avustralya,630786835.53,1592896.0493181818,11.848737373737375,0.02131313131313131,1848.3412322274883,Very Large,Mid-Age
Cessna 172,2004,1,Piston,4,1285,12.77,3624.01,19,Afrika,243686.67,60921.6675,906.0025,3.1925,100.62646828504307,Small,Old
Boeing 737,2022,2,Turbofan,162,5700,3.54,2081.12,1,Güney Amerika,139512368.23,861187.4582098764,12.846419753086419,0.02185185185185185,1610.1694915254236,Large,New
Boeing 737,2001,2,Turbofan,162,5700,4.41,1160.86,22,Avrupa,76210022.88,470432.24,7.1658024691358015,0.027222222222222224,1292.517006802721,Large,Old
Boeing 777,1989,2,Turbofan,396,15600,11.42,2157.17,34,Avrupa,384991095.26,972199.7355050505,5.44739898989899,0.028838383838383837,1366.0245183887916,Very Large,Old
Airbus A350,1992,2,Turbofan,350,14800,9.68,872.36,31,Afrika,387990011.3,1108542.8894285716,2.492457142857143,0.027657142857142856,1528.9256198347107,Very Large,Old
Boeing 737,2002,2,Turbofan,162,5700,7.91,4307.93,21,Asya,73495869.83,453678.2088271605,26.592160493827162,0.04882716049382716,720.6068268015171,Large,Old
Airbus A350,2022,2,Turbofan,350,14800,4.51,3988.14,1,Avustralya,673626233.19,1924646.3805428573,11.394685714285714,0.012885714285714285,3281.59645232816,Very Large,New
Cessna 172,1986,1,Piston,4,1285,19.03,2066.4,37,Güney Amerika,216109.5,54027.375,516.6,4.7575,67.5249605885444,Small,Old
Boeing 737,2022,2,Turbofan,162,5700,8.37,3735.09,1,Avustralya,125634870.24,775523.8903703704,23.05611111111111,0.05166666666666666,681.0035842293908,Large,New
Boeing 777,2013,2,Turbofan,396,15600,11.56,889.18,10,Güney Amerika,741387576.44,1872190.8495959598,2.2454040404040403,0.029191919191919193,1349.4809688581315,Very Large,Mid-Age
Airbus A350,2014,2,Turbofan,350,14800,4.02,3884.2,9,Avustralya,637283314.92,1820809.4711999998,11.097714285714286,0.011485714285714285,3681.5920398009953,Very Large,Mid-Age
Airbus A320,1998,2,Turbofan,180,6300,2.92,1238.99,25,Kuzey Amerika,76068052.67,422600.29261111113,6.883277777777778,0.01622222222222222,2157.5342465753424,Large,Old
Airbus A320,2008,2,Turbofan,180,6300,7.6,4990.54,15,Avrupa,87884452.56,488246.9586666667,27.72522222222222,0.042222222222222223,828.9473684210527,Large,Mid-Age
Boeing 777,2020,2,Turbofan,396,15600,11.01,3768.09,3,Afrika,884829230.98,2234417.249949495,9.515378787878788,0.0278030303030303,1416.8937329700273,Very Large,New
Airbus A350,2007,2,Turbofan,350,14800,6.66,4992.13,16,Afrika,527725704.43,1507787.7269428573,14.263228571428572,0.01902857142857143,2222.222222222222,Very Large,Old
Boeing 737,2011,2,Turbofan,162,5700,6.97,4533.64,12,Asya,104656045.74,646024.9737037037,27.985432098765433,0.04302469135802469,817.790530846485,Large,Mid-Age
Airbus A350,1986,2,Turbofan,350,14800,3.02,738.4,37,Kuzey Amerika,433312411.61,1238035.4617428572,2.1097142857142854,0.008628571428571428,4900.662251655629,Very Large,Old
Airbus A350,1999,2,Turbofan,350,14800,5.75,3226.34,24,Afrika,408020184.31,1165771.9551714286,9.218114285714286,0.016428571428571428,2573.913043478261,Very Large,Old
Boeing 777,2023,2,Turbofan,396,15600,12.38,4086.47,0,Avustralya,806152740.02,2035739.2424747474,10.319368686868687,0.03126262626262626,1260.0969305331178,Very Large,New
Boeing 737,2013,2,Turbofan,162,5700,12.52,1780.55,10,Asya,117100740.48,722844.0770370371,10.99104938271605,0.07728395061728395,455.2715654952077,Large,Mid-Age
Airbus A320,1985,2,Turbofan,180,6300,5.77,1337.45,38,Kuzey Amerika,82680753.05,459337.51694444445,7.430277777777778,0.03205555555555555,1091.8544194107453,Large,Old
Airbus A320,2021,2,Turbofan,180,6300,3.3,2370.21,2,Kuzey Amerika,150702899.37,837238.3298333334,13.167833333333334,0.018333333333333333,1909.0909090909092,Large,New
Bombardier CRJ200,1983,2,Turbofan,50,3000,9.65,2331.37,40,Güney Amerika,13142409.67,262848.1934,46.627399999999994,0.193,310.880829015544,Medium,Old
Boeing 737,1983,2,Turbofan,162,5700,3.72,1367.56,40,Kuzey Amerika,54571112.62,336858.7198765432,8.441728395061729,0.022962962962962963,1532.258064516129,Large,Old
Airbus A350,1992,2,Turbofan,350,14800,13.6,1599.31,31,Kuzey Amerika,354255053.55,1012157.2958571429,4.569457142857143,0.038857142857142854,1088.235294117647,Very Large,Old
Airbus A350,2012,2,Turbofan,350,14800,12.84,1004.89,11,Güney Amerika,587301088.54,1678003.1101142855,2.8711142857142855,0.03668571428571429,1152.6479750778817,Very Large,Mid-Age
Airbus A320,2012,2,Turbofan,180,6300,3.9,3128.09,11,Kuzey Amerika,120235528.65,667975.1591666667,17.37827777777778,0.021666666666666667,1615.3846153846155,Large,Mid-Age
Bombardier CRJ200,1982,2,Turbofan,50,3000,5.15,3610.3,41,Avrupa,9794607.98,195892.1596,72.206,0.10300000000000001,582.5242718446601,Medium,Old
Boeing 737,2009,2,Turbofan,162,5700,10.9,2906.95,14,Avrupa,101462200.05,626309.8768518518,17.944135802469134,0.06728395061728396,522.9357798165138,Large,Mid-Age
Airbus A320,2000,2,Turbofan,180,6300,8.12,4412.57,23,Asya,83311565.22,462842.029,24.514277777777775,0.04511111111111111,775.8620689655173,Large,Old
Bombardier CRJ200,1993,2,Turbofan,50,3000,2.98,4878.17,30,Afrika,14082803.58,281656.0716,97.5634,0.0596,1006.7114093959732,Medium,Old
Airbus A320,2016,2,Turbofan,180,6300,3.62,2644.01,7,Avustralya,152316929.37,846205.1631666666,14.688944444444445,0.02011111111111111,1740.331491712707,Large,Mid-Age
Airbus A350,1993,2,Turbofan,350,14800,9.77,3488.98,30,Avustralya,402867928.65,1151051.2247142857,9.968514285714285,0.027914285714285714,1514.8413510747187,Very Large,Old
Boeing 737,1998,2,Turbofan,162,5700,7.57,1413.17,25,Asya,65733071.88,405759.70296296297,8.723271604938272,0.0467283950617284,752.9722589167767,Large,Old
Airbus A320,2022,2,Turbofan,180,6300,14.4,583.61,1,Kuzey Amerika,182520204.59,1014001.1366111111,3.242277777777778,0.08,437.5,Large,New
Airbus A320,2004,2,Turbofan,180,6300,5.39,4301.67,19,Avrupa,103927838.73,577376.8818333334,23.89816666666667,0.029944444444444444,1168.831168831169,Large,Old
Boeing 777,2005,2,Turbofan,396,15600,8.54,932.05,18,Asya,518645975.34,1309712.0589393938,2.353661616161616,0.021565656565656562,1826.697892271663,Very Large,Old
Airbus A320,1989,2,Turbofan,180,6300,7.33,2553.09,34,Güney Amerika,75302393.51,418346.6306111111,14.183833333333334,0.04072222222222222,859.481582537517,Large,Old
Airbus A320,2019,2,Turbofan,180,6300,2.86,786.48,4,Avustralya,160007039.33,888927.9962777778,4.3693333333333335,0.01588888888888889,2202.7972027972028,Large,New
Boeing 777,2007,2,Turbofan,396,15600,7.32,692.35,16,Avustralya,492533424.15,1243771.2731060605,1.748358585858586,0.018484848484848486,2131.1475409836066,Very Large,Old
Airbus A320,2021,2,Turbofan,180,6300,9.81,1648.41,2,Avustralya,145161793.42,806454.4078888888,9.157833333333334,0.0545,642.2018348623853,Large,New
Boeing 777,2006,2,Turbofan,396,15600,10.05,2015.22,17,Avustralya,627002478.06,1583339.5910606058,5.088939393939394,0.02537878787878788,1552.238805970149,Very Large,Old
Boeing 737,2006,2,Turbofan,162,5700,7.55,4900.31,17,Afrika,77382476.63,477669.60882716044,30.24882716049383,0.04660493827160494,754.9668874172186,Large,Old
Airbus A350,1997,2,Turbofan,350,14800,9.19,842.98,26,Avrupa,286341024.1,818117.2117142858,2.408514285714286,0.026257142857142857,1610.4461371055495,Very Large,Old
Airbus A350,1996,2,Turbofan,350,14800,3.58,1979.14,27,Güney Amerika,367339525.13,1049541.5003714287,5.654685714285715,0.010228571428571429,4134.078212290503,Very Large,Old
Boeing 737,2020,2,Turbofan,162,5700,3.37,2308.03,3,Avustralya,119195921.38,735777.2924691357,14.2470987654321,0.02080246913580247,1691.394658753709,Large,New
Airbus A350,1982,2,Turbofan,350,14800,12.72,609.32,41,Avustralya,306884728.17,876813.5090571429,1.7409142857142859,0.03634285714285714,1163.5220125786163,Very Large,Old
Airbus A350,1988,2,Turbofan,350,14800,7.68,2721.1,35,Avustralya,383896997.62,1096848.5646285715,7.774571428571428,0.021942857142857142,1927.0833333333335,Very Large,Old
Bombardier CRJ200,1994,2,Turbofan,50,3000,11.11,1710.73,29,Asya,12940089.47,258801.7894,34.2146,0.22219999999999998,270.02700270027003,Medium,Old
Bombardier CRJ200,1987,2,Turbofan,50,3000,8.08,2743.37,36,Asya,13470547.25,269410.945,54.867399999999996,0.1616,371.28712871287127,Medium,Old
Airbus A320,2011,2,Turbofan,180,6300,7.68,2738.35,12,Asya,119023076.79,661239.3155,15.213055555555554,0.042666666666666665,820.3125,Large,Mid-Age
Airbus A320,2014,2,Turbofan,180,6300,10.99,2878.32,9,Kuzey Amerika,96608175.87,536712.0881666667,15.990666666666668,0.06105555555555556,573.2484076433121,Large,Mid-Age
Airbus A320,1996,2,Turbofan,180,6300,6.91,3700.43,27,Avustralya,64290272.18,357168.17877777776,20.557944444444445,0.03838888888888889,911.7221418234443,Large,Old
Bombardier CRJ200,2005,2,Turbofan,50,3000,7.89,2914.41,18,Kuzey Amerika,13556193.25,271123.865,58.288199999999996,0.1578,380.2281368821293,Medium,Old
Boeing 737,2005,2,Turbofan,162,5700,4.06,4835.98,18,Avrupa,82102494.01,506805.51858024695,29.851728395061727,0.025061728395061725,1403.9408866995075,Large,Old
Boeing 737,2015,2,Turbofan,162,5700,7.43,4925.72,8,Afrika,100123998.47,618049.3732716049,30.40567901234568,0.045864197530864195,767.1601615074024,Large,Mid-Age
Airbus A320,1988,2,Turbofan,180,6300,8.78,1454.2,35,Güney Amerika,67821420.14,376785.66744444444,8.078888888888889,0.048777777777777774,717.5398633257404,Large,Old
Boeing 737,2010,2,Turbofan,162,5700,14.68,3716.46,13,Afrika,104090482.3,642533.8413580246,22.941111111111113,0.09061728395061729,388.283378746594,Large,Mid-Age
Boeing 737,1987,2,Turbofan,162,5700,5.79,4536.33,36,Avrupa,56529162.09,348945.445,28.002037037037038,0.03574074074074074,984.4559585492228,Large,Old
Boeing 737,2004,2,Turbofan,162,5700,3.3,2275.49,19,Avrupa,67097865.41,414184.354382716,14.046234567901234,0.02037037037037037,1727.2727272727273,Large,Old
Boeing 737,1984,2,Turbofan,162,5700,6.75,3928.83,39,Avrupa,64598974.93,398759.1045061728,24.252037037037038,0.041666666666666664,844.4444444444445,Large,Old
Airbus A350,2019,2,Turbofan,350,14800,8.74,2252.87,4,Kuzey Amerika,811726185.35,2319217.6724285716,6.436771428571428,0.02497142857142857,1693.3638443935927,Very Large,New
Airbus A350,1989,2,Turbofan,350,14800,10.09,1960.81,34,Afrika,380899648.81,1088284.7108857143,5.602314285714286,0.02882857142857143,1466.798810703667,Very Large,Old
Cessna 172,1982,1,Piston,4,1285,10.71,1739.05,41,Avustralya,197146.29,49286.5725,434.7625,2.6775,119.98132586367879,Small,Old
Bombardier CRJ200,2000,2,Turbofan,50,3000,9.95,4520.04,23,Asya,12874912.87,257498.25739999997,90.4008,0.19899999999999998,301.50753768844226,Medium,Old
Boeing 777,1996,2,Turbofan,396,15600,12.51,3230.87,27,Avrupa,397402612.38,1003541.9504545454,8.158762626262625,0.03159090909090909,1247.0023980815347,Very Large,Old
Boeing 777,2009,2,Turbofan,396,15600,4.64,3870.54,14,Avrupa,550360837.18,1389800.0938888888,9.774090909090908,0.011717171717171716,3362.0689655172414,Very Large,Mid-Age
Bombardier CRJ200,1983,2,Turbofan,50,3000,2.93,4759.29,40,Afrika,13150167.67,263003.3534,95.1858,0.058600000000000006,1023.8907849829351,Medium,Old
Airbus A350,1989,2,Turbofan,350,14800,9.76,2687.94,34,Kuzey Amerika,402161582.75,1149033.0935714287,7.679828571428572,0.027885714285714285,1516.393442622951,Very Large,Old
Cessna 172,1984,1,Piston,4,1285,10.72,3321.03,39,Avrupa,197772.24,49443.06,830.2575,2.68,119.86940298507461,Small,Old
Airbus A320,2020,2,Turbofan,180,6300,8.39,3237.66,3,Avrupa,142801717.94,793342.8774444445,17.987,0.04661111111111112,750.8939213349224,Large,New
Boeing 777,2022,2,Turbofan,396,15600,6.11,2934.82,1,Avustralya,824989265.24,2083306.2253535353,7.411161616161617,0.01542929292929293,2553.1914893617018,Very Large,New
Airbus A350,1981,2,Turbofan,350,14800,14.09,3989.73,42,Afrika,414837076.86,1185248.7910285715,11.399228571428571,0.04025714285714286,1050.3903477643719,Very Large,Old
Boeing 737,1995,2,Turbofan,162,5700,7.16,2742.83,28,Güney Amerika,60111606.77,371059.3010493827,16.93104938271605,0.04419753086419753,796.0893854748604,Large,Old
Airbus A320,1989,2,Turbofan,180,6300,6.22,1675.55,34,Güney Amerika,75382717.29,418792.8738333334,9.30861111111111,0.034555555555555555,1012.8617363344052,Large,Old
Boeing 777,1983,2,Turbofan,396,15600,10.82,4694.21,40,Asya,375886589.18,949208.5585353535,11.854065656565657,0.027323232323232322,1441.7744916820702,Very Large,Old
Bombardier CRJ200,1984,2,Turbofan,50,3000,14.63,2947.06,39,Afrika,13015259.42,260305.18839999998,58.9412,0.2926,205.05809979494188,Medium,Old
Cessna 172,2014,1,Piston,4,1285,16.42,1934.17,9,Asya,265314.59,66328.6475,483.5425,4.105,78.25822168087697,Small,Mid-Age
Boeing 777,2003,2,Turbofan,396,15600,9.39,4958.26,20,Asya,501157866.92,1265550.168989899,12.520858585858587,0.023712121212121212,1661.3418530351437,Very Large,Old
Airbus A320,1986,2,Turbofan,180,6300,2.57,3654.42,37,Avustralya,81384179.96,452134.3331111111,20.302333333333333,0.014277777777777776,2451.3618677042805,Large,Old
Airbus A320,1980,2,Turbofan,180,6300,2.92,1209.35,43,Afrika,67356507.19,374202.8177222222,6.718611111111111,0.01622222222222222,2157.5342465753424,Large,Old
Boeing 737,2016,2,Turbofan,162,5700,8.89,790.72,7,Asya,102779373.72,634440.5785185185,4.880987654320988,0.05487654320987655,641.1698537682789,Large,Mid-Age
Airbus A350,2016,2,Turbofan,350,14800,12.35,1729.94,7,Asya,654236240.67,1869246.4019142855,4.942685714285714,0.03528571428571428,1198.3805668016196,Very Large,Mid-Age
Airbus A320,2020,2,Turbofan,180,6300,14.93,1440.82,3,Asya,149035624.58,827975.6921111111,8.004555555555555,0.08294444444444445,421.96918955123914,Large,New
Boeing 737,2021,2,Turbofan,162,5700,10.06,3442.63,2,Afrika,96182529.72,593719.3192592593,21.250802469135802,0.06209876543209877,566.600397614314,Large,New
Cessna 172,2021,1,Piston,4,1285,13.3,3672.43,2,Afrika,373755.27,93438.8175,918.1075,3.325,96.61654135338345,Small,New
Boeing 777,2023,2,Turbofan,396,15600,4.24,1672.83,0,Güney Amerika,640234022.92,1616752.583131313,4.224318181818181,0.010707070707070708,3679.2452830188677,Very Large,New
Airbus A350,2008,2,Turbofan,350,14800,6.76,1125.17,15,Avustralya,483013819.24,1380039.4835428572,3.214771428571429,0.019314285714285714,2189.3491124260354,Very Large,Mid-Age
Airbus A320,2023,2,Turbofan,180,6300,11.95,4759.06,0,Afrika,156549207.06,869717.817,26.439222222222224,0.06638888888888889,527.1966527196653,Large,New
Cessna 172,1996,1,Piston,4,1285,16.91,3788.83,27,Kuzey Amerika,228268.58,57067.145,947.2075,4.2275,75.99053814311058,Small,Old
Bombardier CRJ200,2009,2,Turbofan,50,3000,11.72,4921.11,14,Afrika,21527018.21,430540.3642,98.42219999999999,0.23440000000000003,255.97269624573377,Medium,Mid-Age
Airbus A320,2009,2,Turbofan,180,6300,13.06,3090.93,14,Güney Amerika,105840585.0,588003.25,17.171833333333332,0.07255555555555555,482.3889739663093,Large,Mid-Age
Boeing 777,1994,2,Turbofan,396,15600,11.68,1019.45,29,Avrupa,409259630.71,1033483.9159343434,2.574368686868687,0.029494949494949494,1335.6164383561645,Very Large,Old
Boeing 777,2020,2,Turbofan,396,15600,10.17,1717.41,3,Avustralya,729184191.76,1841374.2216161615,4.336893939393939,0.02568181818181818,1533.9233038348082,Very Large,New
Airbus A320,2004,2,Turbofan,180,6300,3.39,1477.15,19,Kuzey Amerika,102568589.13,569825.4951666667,8.20638888888889,0.018833333333333334,1858.4070796460176,Large,Old
Airbus A320,2003,2,Turbofan,180,6300,2.81,1087.08,20,Avustralya,92737377.94,515207.6552222222,6.0393333333333326,0.015611111111111112,2241.9928825622774,Large,Old
Boeing 737,2007,2,Turbofan,162,5700,11.19,1943.89,16,Kuzey Amerika,79093550.61,488231.7938888889,11.999320987654322,0.06907407407407407,509.3833780160858,Large,Old
Airbus A320,1982,2,Turbofan,180,6300,12.2,4416.09,41,Afrika,70927368.15,394040.9341666667,24.533833333333334,0.06777777777777777,516.3934426229508,Large,Old
Airbus A350,2014,2,Turbofan,350,14800,6.72,3693.95,9,Avrupa,615062798.9,1757322.2825714285,10.554142857142857,0.0192,2202.3809523809523,Very Large,Mid-Age
Airbus A350,1988,2,Turbofan,350,14800,12.95,885.43,35,Avustralya,329917732.26,942622.0921714285,2.5298,0.037,1142.857142857143,Very Large,Old
Boeing 777,1993,2,Turbofan,396,15600,13.73,4421.53,30,Afrika,371583107.02,938341.1793434343,11.165479797979797,0.03467171717171717,1136.1981063364894,Very Large,Old
Airbus A350,2006,2,Turbofan,350,14800,6.61,2025.37,17,Afrika,569659293.44,1627597.981257143,5.786771428571428,0.018885714285714287,2239.0317700453857,Very Large,Old
Bombardier CRJ200,2008,2,Turbofan,50,3000,9.71,784.17,15,Afrika,17822560.59,356451.2118,15.683399999999999,0.1942,308.9598352214212,Medium,Mid-Age
Airbus A350,2009,2,Turbofan,350,14800,5.41,4787.69,14,Kuzey Amerika,584796074.81,1670845.9280285712,13.679114285714284,0.015457142857142857,2735.6746765249536,Very Large,Mid-Age
Boeing 777,2000,2,Turbofan,396,15600,11.59,1574.49,23,Avustralya,393996202.18,994939.9044949495,3.9759848484848486,0.02926767676767677,1345.9879206212252,Very Large,Old
Airbus A350,1988,2,Turbofan,350,14800,5.21,4088.39,35,Avustralya,404478217.34,1155652.049542857,11.681114285714285,0.014885714285714285,2840.690978886756,Very Large,Old
Cessna 172,1993,1,Piston,4,1285,16.71,2113.6,30,Avrupa,226469.48,56617.37,528.4,4.1775,76.90005984440454,Small,Old
Airbus A320,1992,2,Turbofan,180,6300,9.48,913.84,31,Güney Amerika,89103830.72,495021.28177777777,5.076888888888889,0.05266666666666667,664.5569620253165,Large,Old
Airbus A320,2022,2,Turbofan,180,6300,4.12,1757.88,1,Güney Amerika,116696419.58,648313.4421111111,9.766,0.02288888888888889,1529.126213592233,Large,New
Boeing 777,2009,2,Turbofan,396,15600,8.03,2669.37,14,Güney Amerika,608315199.07,1536149.4926010102,6.740833333333333,0.020277777777777777,1942.7148194271483,Very Large,Mid-Age
Airbus A350,2003,2,Turbofan,350,14800,9.88,3217.53,20,Avustralya,448132811.71,1280379.4620285714,9.192942857142858,0.02822857142857143,1497.9757085020242,Very Large,Old
Boeing 777,1993,2,Turbofan,396,15600,14.95,1076.11,30,Afrika,414797892.56,1047469.4256565657,2.7174494949494945,0.03775252525252525,1043.4782608695652,Very Large,Old
Airbus A320,2010,2,Turbofan,180,6300,8.53,2364.35,13,Asya,119606809.09,664482.2727222223,13.135277777777777,0.04738888888888888,738.5697538100821,Large,Mid-Age
Cessna 172,2021,1,Piston,4,1285,17.76,2849.38,2,Afrika,435582.63,108895.6575,712.345,4.44,72.3536036036036,Small,New
Boeing 777,2019,2,Turbofan,396,15600,3.12,1236.68,4,Afrika,752739428.64,1900857.143030303,3.122929292929293,0.00787878787878788,5000.0,Very Large,New
Boeing 737,1992,2,Turbofan,162,5700,5.55,3821.99,31,Avrupa,72867274.04,449797.9879012346,23.592530864197528,0.03425925925925926,1027.027027027027,Large,Old
Boeing 777,2015,2,Turbofan,396,15600,12.6,1948.6,8,Avrupa,730587422.15,1844917.73270202,4.920707070707071,0.031818181818181815,1238.095238095238,Very Large,Mid-Age
Bombardier CRJ200,2004,2,Turbofan,50,3000,13.3,2974.95,19,Güney Amerika,15738952.09,314779.0418,59.498999999999995,0.266,225.56390977443607,Medium,Old
Airbus A350,1991,2,Turbofan,350,14800,5.17,590.73,32,Afrika,385922130.47,1102634.6584857143,1.6878,0.01477142857142857,2862.669245647969,Very Large,Old
Boeing 737,1993,2,Turbofan,162,5700,7.75,905.04,30,Afrika,62938487.99,388509.1851234568,5.586666666666666,0.047839506172839504,735.483870967742,Large,Old
Cessna 172,2022,1,Piston,4,1285,23.09,4323.71,1,Avrupa,460185.72,115046.43,1080.9275,5.7725,55.65179731485492,Small,New
Boeing 777,2023,2,Turbofan,396,15600,13.64,2028.07,0,Güney Amerika,905593651.25,2286852.654671717,5.121388888888888,0.034444444444444444,1143.6950146627566,Very Large,New
Airbus A320,2021,2,Turbofan,180,6300,14.33,1564.9,2,Afrika,145103531.64,806130.7313333333,8.693888888888889,0.0796111111111111,439.6371249127704,Large,New
